"chemin_original","type","classement_audit","statut_git_initial","action_realisee","motif","protection","sha256_original","chemin_archive","sha256_archive","references_entrantes_avant","liens_sortants_avant","informations_a_preserver","revision_source"
"supabase/migrations/20260904123000_rooms_classe_private_messaging_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","831536e4b7a9c41b3a6edd1c1438f0d2e7cc189f2d7b5da48ad1f6c371b722ca","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260905150000_rooms_place_conversation_tools_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","d7ba65f92b89ce27516140f7b4d951349d3481f5d6ee3bffcbf12e4027616d53","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260906120000_wave_viewer_v6.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","e768651a5a7da157e1db59fb487a1215fad00b2bbf83f705e2670fa9d5125035","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260906180000_rooms_cage_competition_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f489cfcae7def6e66fbd27d5ae5d8a2a0c372a2344f68e6b0a3171df86c9594a","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260906190000_wave_viewer_downloads.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","6b94f90788be2caadf20dfd8249de721b68cc38ef20d0ea507e01ac4146c8bb4","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260907190000_rooms_switch_experience_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","18d7157ea505f55e58f89660e91f7085528fae1bbcd77301ac536b013b5dcbaf","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260907191000_rooms_switch_wave_preparation_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","a80571b5b964332f10c011d549e22406ab33ea04e5e1235ce888f656880284de","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260907220000_rooms_switch_class_roster_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3f48d51edeac41ba46939aa877b78944ae46d012be59642bc109a9959e0347da","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908001000_loge_viewer_requests_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","43a230ef80d2e206b910ee8d6f4baff9d9dae90f42b5b1fa3722f756ea247a42","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908021000_rooms_unlike.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","89ce4c2025b5a92a298c1490566ff52ffa7bdd1fdfb0d1bcc8d65c337ae2d692","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908030000_rooms_cage_mode_controls.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","67502f75b38ee6e26bc2447cb062fecaa2ebc1e521a258bf185f63800b018b77","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908040000_rooms_cage_results_and_openmic.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","e474cfabc72932d8a63ede5b3c91990cef0dd4294913ca97b954f10d332e4a29","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908060000_rooms_shared_jury.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","e01f3f42efa8af28bf8f3ff43522f98725c4b1c0b8efb078b1c935724be30680","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908070000_rooms_cage_open_mic_battle.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","c90f8da1629df4f0f1225c58b79e73dd40539783e7aa0cefd4b6f3fe08e3866c","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260908080000_rooms_cage_battle_roster_flow.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","be46789abc513f8520978d0b9179210f2d0fa64fecf2d69277f4e73618e501fc","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260909093000_messaging_meewav_reactions.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f5859e09fb498fb8b6ea727ae5c63fdf9589b1654da00451eedf1dad99a7680c","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260909100000_messaging_collaboration_chats.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","0a9298de7c5c8a126c96f3f67f14d0630da1899addbbce594d28808dcd33d9fb","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/seed.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","6f7510c21ad97495889db45c124be965bc209f314a818ebb62e4f4d7bb23d423","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/001_foundation_schema.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","1e53882c2296ae655d624271cfc5a07ab20f6974af239c7922dae7606ffe04d3","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/002_foundation_rls.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f6e60ca0a09c85867f6fed8986a34f8b1bb89398fba7711266dabe245636b3f8","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/003_globe_social_collaboration.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","de580c6285869109b079f160f5a98bb17e3b2504a2faa8e85439173837d83eba","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/004_cross_client_contract_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","500137be69026885f2db3f8ab4d63c45e0b4e16bb811742e3d4cef493db83b68","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/005_messaging_foundation_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","97b90e72c2077e587a3a2e110f6bfcf43bf64e58fae30c0810feb9e439622bba","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/006_messaging_collaboration_workflow_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3d457f8d2274084ee672aef12779fbf7a11cb8cb54c50c446c303bb13520a33b","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/007_messaging_artist_groups_core_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","ee5be31a115317a299c12ba471433d59000aa63b8bb8bd70a2fb769881de45a5","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/008_messaging_attachments_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","31d3499584917a9e1757bd4041a4004aabf752f63e4095fedb95231f4c6049f9","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/009_messaging_projects_core_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3456c6307769427abf3eed3e8e6e9905570431d43d27f2b766e10bcd2c9e42ab","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/010_messaging_realtime_broadcast_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","ad7ac8f6db0ce361b11de8669928e820e096c6ca1fe877a3ee7071770646672d","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/011_marketplace_catalog_foundation_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","53f731075ca739a248f189c4af2cca1340ed5c343a0fa97b0278769d7631afd3","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/012_marketplace_catalog_filters_v2.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f7ae0286ebd947797db366c2e446e678cf3a278c7eef180a3368f2c88dd3326f","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/013_globe_treasure_campaign_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","2c0485540aabd50d0067f092803377fdfad074d075c20632e3505234e50ce1d0","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/014_profile_geographic_rankings_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","a3ea4942c0990d34fc8953856727cc0066ab87ef9e5143e42825239843dc65f1","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/015_messaging_message_actions_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3d058914f4e86c70c8b75e80a0a19207d6760624c5224339af435f006099bdcc","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/tests/database/016_rooms_loge_preview_media_v1.test.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","2a00ca0f58989f84d3d1e1188d19a331ba5d51b9e9f47564dd28b179636a5ca8","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"tsconfig.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f94bbdd3b1027c477da0fc545d0c4b80fc575dfeb61371c178eabe39bdbbe6d5","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/assets/ui/preprofile-demo/media-license-manifest.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9974b0c93081ca678d6596fd6065e1ad95f25ffc1a75cd502dae704e65cbaf7b","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/data/quarters/sources.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","be2d61c9fda27f72f356fb04cc4a7b4a4f99a2bfdf867d2c2ee7d9e96a59ae5f","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/package-lock.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4d26a71d8726293e07e833da15715676e71e5501b283c438b46d4d4d2ffbb092","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/package.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","424eddeb33b67a358a425521f3551252c890c677cce60c26803e3fb3b1bbf4b0","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vite.config.js","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3535c4dbe3d349423033e70bac421f3cf6384f7c5209d0b4afe56a32628c8ae0","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
